0	2.03594e-05	-10589.2	-5290
1.53381e-06	0	-10568	-5279.41
3.76585e-06	0	-10546.8	-5268.82
4.10924e-06	0	-10525.6	-5258.23
9.04261e-07	0	-10504.4	-5247.64
0	0	-10483.2	-5237.05
1.24078e-05	0	-10462	-5226.46
0	0	-10440.8	-5215.87
3.07907e-06	0	-10419.6	-5205.28
6.39851e-06	0	-10398.4	-5194.68
3.76585e-06	1.94033e-06	-10377.2	-5184.09
3.19353e-06	0	-10356	-5173.5
5.94065e-06	0	-10334.8	-5162.91
6.22681e-06	2.64334e-06	-10313.6	-5152.32
2.74712e-07	0	-10292.4	-5141.73
1.20072e-05	8.40808e-06	-10271.2	-5131.14
5.54003e-06	0	-10250	-5120.55
8.00099e-06	0	-10228.8	-5109.96
8.40162e-06	0	-10207.6	-5099.37
8.11546e-06	0	-10186.4	-5088.78
2.73568e-06	0	-10165.2	-5078.19
4.33816e-06	0	-10144	-5067.6
8.22992e-06	0	-10122.8	-5057.01
6.79913e-06	0	-10101.6	-5046.42
3.76585e-06	0	-10080.4	-5035.83
4.45263e-06	0	-10059.2	-5025.24
6.34127e-06	0	-10038	-5014.64
1.70551e-06	0	-10016.8	-5004.05
4.45263e-06	0	-9995.61	-4993.46
7.37145e-06	0	-9974.41	-4982.87
9.66071e-06	0	-9953.21	-4972.28
2.73568e-06	0	-9932.01	-4961.69
3.25076e-06	0	-9910.81	-4951.1
1.42393e-05	8.155e-07	-9889.61	-4940.51
5.71173e-06	6.74896e-07	-9868.41	-4929.92
1.52694e-05	0	-9847.21	-4919.33
1.46399e-05	5.0336e-06	-9826.01	-4908.74
9.26009e-06	0	-9804.81	-4898.15
8.63054e-06	0	-9783.62	-4887.56
1.4182e-05	0	-9762.42	-4876.97
6.11235e-06	2.16248e-05	-9741.22	-4866.38
1.01186e-05	0	-9720.02	-4855.79
7.8293e-06	0	-9698.82	-4845.2
1.60707e-05	0	-9677.62	-4834.6
9.71795e-06	0	-9656.42	-4824.01
7.48591e-06	0	-9635.22	-4813.42
2.56284e-05	2.44369e-05	-9614.02	-4802.83
5.19664e-06	0	-9592.82	-4792.24
1.54983e-05	0	-9571.62	-4781.65
1.84744e-05	0	-9550.42	-4771.06
1.13204e-05	0	-9529.22	-4760.47
7.88653e-06	0	-9508.02	-4749.88
2.03058e-05	0	-9486.82	-4739.29
6.79913e-06	1.62819e-05	-9465.62	-4728.7
6.39851e-06	0	-9444.42	-4718.11
1.85316e-05	0	-9423.22	-4707.52
1.85889e-05	0	-9402.02	-4696.93
1.32663e-05	0	-9380.82	-4686.34
1.00613e-05	0	-9359.62	-4675.75
1.89323e-05	4.47119e-06	-9338.42	-4665.16
1.22361e-05	2.22153e-06	-9317.22	-4654.56
1.38959e-05	0	-9296.02	-4643.97
2.08781e-05	0	-9274.82	-4633.38
1.32663e-05	0	-9253.63	-4622.79
1.13777e-05	0	-9232.43	-4612.2
1.0462e-05	0	-9211.23	-4601.61
2.22517e-05	8.82989e-06	-9190.03	-4591.02
1.18355e-05	1.92345e-05	-9168.83	-4580.43
1.30946e-05	0	-9147.63	-4569.84
2.4312e-05	0	-9126.43	-4559.25
1.89323e-05	0	-9105.23	-4548.66
2.27095e-05	2.50274e-06	-9084.03	-4538.07
2.19083e-05	0	-9062.83	-4527.48
1.0977e-05	8.40808e-06	-9041.63	-4516.89
1.10915e-05	1.71255e-05	-9020.43	-4506.3
1.42393e-05	0	-8999.23	-4495.71
2.02486e-05	0	-8978.03	-4485.12
1.89895e-05	0	-8956.83	-4474.52
1.57845e-05	0	-8935.63	-4463.93
2.79749e-05	2.71083e-05	-8914.43	-4453.34
1.33235e-05	0	-8893.23	-4442.75
1.72725e-05	6.86145e-06	-8872.03	-4432.16
2.57428e-05	0	-8850.83	-4421.57
2.17938e-05	0	-8829.63	-4410.98
1.41248e-05	0	-8808.43	-4400.39
1.42965e-05	5.87722e-06	-8787.23	-4389.8
2.19655e-05	2.23278e-05	-8766.03	-4379.21
2.16794e-05	0	-8744.83	-4368.62
2.01341e-05	1.57195e-05	-8723.64	-4358.03
2.51705e-05	0	-8702.44	-4347.44
1.9619e-05	2.64334e-06	-8681.24	-4336.85
1.53839e-05	0	-8660.04	-4326.26
2.37397e-05	0	-8638.84	-4315.67
1.69291e-05	3.23107e-05	-8617.64	-4305.08
