-0.000141844	-1.88288e-05
-3.51471e-05	-0.000105441
9.42834e-05	3.68208e-05
4.51891e-05	-9.79097e-05
-6.52731e-05	-1.0042e-05
6.69465e-06	-4.68627e-05
6.52732e-05	-0.000140588
0.000179083	1.61787e-05
3.0126e-05	8.23446e-05
0.000180757	5.02102e-06
0.000224272	8.70308e-05
0.000256072	-0.000138078
5.85786e-05	5.85784e-05
-5.12144e-05	8.83698e-05
0.000130546	-0.00010042
1.67366e-06	-4.35154e-05
0.000123852	-0.00015063
3.5147e-05	-2.51051e-05
0.000246029	-3.0126e-05
0.000261093	-1.5063e-05
0.000128036	-2.51051e-05
0.000189125	-0.00013222
6.02521e-05	-1.5063e-05
4.51891e-05	-5.02101e-05
6.2404e-05	6.02522e-05
0.000180757	-0.000130546
-9.30562e-05	-4.1507e-05
-0.000165693	5.02101e-05
-0.00015063	0.000110462
9.53993e-05	1.50631e-05
0.000155651	-3.51471e-05
-5.85785e-05	-3.34736e-06
-5.02101e-05	9.03781e-05
0.000272808	-0.000128873
-0.000174062	-8.36835e-05
2.0084e-05	-9.53993e-05
0.000143935	-0.000133894
0.000120504	-0.000105441
1.67366e-05	0.000152304
0.000169041	1.84103e-05
0.000153978	-8.03362e-05
0.000169041	-4.85365e-05
0.000223435	-4.0168e-05
0.000133894	-0.000148957
6.86205e-05	3.17998e-05
6.35995e-05	9.87466e-05
-0.000145609	9.53993e-05
8.53571e-05	7.53152e-05
8.53571e-05	1.50631e-05
0.000266113	-5.02101e-05
-4.51891e-05	-9.53992e-05
0.000192472	-0.000143936
-6.86205e-05	-0.000117157
0.000134287	3.29816e-06
0.000180757	-0.00010042
-0.000123852	0.00016402
9.70729e-05	-2.17577e-05
0.000224272	-2.34314e-05
-0.000117157	-0.00015063
0.000207535	-3.17997e-05
-0.000180756	-1.0042e-05
9.70729e-05	-0.000142262
5.35575e-05	5.85785e-06
0.000115483	7.02941e-05
-0.000117157	-3.84944e-05
0.000241009	-4.51891e-05
0.000207117	-9.4144e-05
-7.43109e-05	2.81177e-05
0.000147283	9.20519e-05
-2.51049e-06	8.03362e-05
0.00026444	3.68208e-05
0.000205861	5.021e-06
-0.000125525	-8.53572e-05
5.62354e-05	8.03374e-06
-1.67366e-06	-3.84944e-05
3.34735e-05	4.68628e-05
-0.000160672	-1.0042e-05
0.000170714	0.000110462
8.87045e-05	-4.18418e-05
0.000225946	0.00015063
-4.01681e-05	0
4.18418e-05	-5.18838e-05
-0.000153978	-8.45204e-05
2.67787e-05	-0.000138915
-0.000146614	1.80756e-05
0.00020084	-0.000140588
1.85778e-05	-5.22185e-05
1.50631e-05	6.52731e-05
-3.76576e-05	4.51891e-05
-3.0126e-05	-4.51891e-05
0.000251051	-1.5063e-05
0.000241008	-7.53152e-05
0.000185777	-1.75736e-05
0.000205862	-9.53993e-05
7.6989e-05	-6.69468e-05
0.000115483	-0.000128036
-5.4227e-05	-9.33909e-05
-6.02522e-05	-7.02942e-05
6.69465e-06	-1.84103e-05
0.000257745	-4.35155e-05
-0.000160672	8.03362e-05
-8.36836e-05	-0.000123852
-5.02101e-05	-8.70309e-05
-0.000165693	-9.03782e-05
-0.000131551	-6.82858e-05
0.000262097	0.000142597
-0.000177409	3.34734e-05
0.000169041	5.18838e-05
0.000225946	-6.02522e-05
8.36835e-05	-0.000117157
0.000269461	-3.34736e-06
0.000179083	-8.20099e-05
-1.5063e-05	-5.02101e-05
-5.02102e-06	-6.02522e-05
0.00010042	7.02942e-05
1.67366e-06	-0.000115483
5.69048e-05	3.68207e-05
0.000246029	5.52311e-05
-0.00015063	-3.51471e-05
-2.00839e-05	-7.78257e-05
0.000127199	-0.000127199
-0.000175735	-6.52731e-05
0.00021423	-9.1494e-05
0.000132555	-7.12983e-05
-0.000154647	-6.32648e-05
0.000225946	-5.52311e-05
8.53571e-05	-9.03782e-05
2.34315e-05	-0.000130546
0.000122178	-9.20519e-05
-4.41849e-05	-4.71975e-05
0.000225946	3.0126e-05
8.53572e-05	-5.52311e-05
5.52312e-05	-2.0084e-05
-3.01259e-05	-5.52311e-05
3.7299e-05	-1.0042e-05
-5.52312e-05	-2.22359e-05
0.000157325	-0.00011381
1.50631e-05	0
0.000225946	-6.52732e-05
7.19679e-05	0.000123852
-5.02101e-05	1.75735e-05
7.36416e-05	-0.000123852
-3.86271e-07	1.85391e-05
-0.000175735	5.02102e-06
-8.03362e-05	5.52311e-05
3.34734e-05	-0.000117157
0.000205861	-9.28887e-05
0.000122178	-0.000108789
-0.000170714	-8.28467e-05
-6.69469e-05	1.33894e-05
0.000157325	0.000148957
0.000225946	0
-0.00011381	-4.68628e-05
-0.000115483	-1.5063e-05
6.40179e-05	-7.65704e-05
0.000246029	4.01681e-05
-0.00010745	-2.91219e-05
-9.13825e-05	-1.70714e-05
1.0042e-05	9.03782e-05
0.000107115	-0.000131383
-8.2488e-05	-0.000115483
9.53993e-05	2.51051e-05
-0.000152304	8.70309e-05
0.000151634	0.000153643
0.00027013	-2.0084e-06
3.01261e-05	1.0042e-05
0.00015852	-4.01681e-05
0.000105441	-3.29953e-05
-0.00013858	9.13825e-05
9.87466e-05	-0.000123852
-3.46906e-05	-0.00010179
-7.74072e-05	7.57336e-05
5.02101e-05	-5.02101e-05
3.19516e-06	-7.212e-05
0.000157325	8.87046e-05
