109	3233830
115	147902
105	380645
106	692881
107	734662
108	865676
110	1645867
111	1419418
66	1402923
67	506553
68	744700
69	453283
60	964717
65	2984714
71	156258
72	517705
79	501913
80	1402610
81	1389433
73	1412665
75	1488348
76	1581029
77	783162
78	1588513
74	3314525
30	187917
35	472939
36	584607
37	394730
38	227108
74	3314525
32	1584681
33	575577
34	788171
39	145460
40	749564
41	1837898
43	538777
31	3023132
86	1828786
87	1248796
88	1289219
89	575138
85	2014125
90	2017271
91	1294885
49	928547
50	460187
51	894524
52	192621
53	19870
56	418065
57	526675
48	2660433
54	329426
55	230439
56	418065
56	418065
56	418065
56	418065
18	38745
56	418065
18	38745
999	12801
999	12801
999	12801
999	12801
999	12801
999	12801
999	12801
999	12801
999	12801
999	12801
18	38745
999	12801
999	12801
18	38745
56	418065
999	12801
9999	935688
18	38745
18	38745
56	418065
56	418065
56	418065
56	418065
56	418065
55	230439
54	329426
48	2660433
52	192621
53	19870
50	460187
56	418065
49	928547
57	526675
51	894524
77	783162
73	1412665
78	1588513
75	1488348
76	1581029
74	3314525
71	156258
109	3233830
115	147902
105	380645
106	692881
107	734662
108	865676
110	1645867
111	1419418
66	1402923
67	506553
68	744700
69	453283
60	964717
65	2984714
71	156258
72	517705
79	501913
80	1402610
81	1389433
30	187917
35	472939
36	584607
37	394730
38	227108
74	3314525
32	1584681
33	575577
34	788171
39	145460
40	749564
41	1837898
43	538777
31	3023132
86	1828786
87	1248796
88	1289219
89	575138
85	2014125
90	2017271
91	1294885
55	230439
90	2017271
48	2660433
65	2984714
31	3023132
74	3314525
106	692881
71	156258
72	517705
79	501913
80	1402610
81	1389433
115	147902
105	380645
40	749564
34	788171
39	145460
32	1584681
41	1837898
33	575577
31	3023132
43	538777
78	1588513
73	1412665
74	3314525
75	1488348
76	1581029
77	783162
73	1412665
73	1412665
18	38745
18	38745
18	38745
